"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"1","5100","15500","34000","DebtCon","Other","0","1","2","86.2333333333333","2","13",""
"1","5100","129319","141875","HomeImp","Sales","7","1","0","157.859802092533","0","36","25.6507412239726"
"1","5200","","9500","DebtCon","Other","1","0","1","81.1","1","2",""
"1","5400","59720","63450","HomeImp","ProfExe","5","0","1","199.9","1","20",""
"1","5500","24700","35675","DebtCon","Other","1","0","3","153.933333333333","3","27",""
"1","6000","","","HomeImp","Office","13","","2","122.766666666667","","23",""
"1","6300","65875","76000","DebtCon","Mgr","0.8","2","0","84","1","12",""
"1","6500","65000","80400","DebtCon","Other","15","0","0","224.866666666667","0","13",""
"1","6900","5816","","HomeImp","Mgr","23","0","2","67.8","1","18",""
"1","6900","57257","63752","DebtCon","Other","10","2","0","138.234777959524","0","22","38.3724608815613"
"1","7000","19894","32500","DebtCon","Other","4","0","0","134.7","1","16",""
"1","7000","46000","66660","DebtCon","Office","1","0","1","138.233333333333","0","9",""
"1","7000","","96783","HomeImp","Other","20","","","","","","40.7303153374793"
"1","7200","54600","65000","DebtCon","Other","14","2","1","98.4333333333333","11","9",""
"1","7200","43705","50000","DebtCon","Other","9","0","2","235.366666666667","6","16",""
"1","7500","57340","80000","DebtCon","ProfExe","4","0","5","86.2333333333333","3","14",""
"1","7500","63500","86125","HomeImp","Other","5","0","0","136.1","0","8",""
"1","7500","33600","50125","DebtCon","Other","2","0","0","146.933333333333","0","18",""
"1","7500","","71799","HomeImp","Mgr","4","0","3","177.5","0","22",""
"1","7500","39600","42000","DebtCon","Self","1","0","0","47.7","1","15",""
"1","7500","42077","91676","HomeImp","Office","5.5","1","4","344.9","1","30",""
"1","7500","12115","35910","HomeImp","Office","13","3","6","234.900750820337","0","24","24.6622766731317"
"1","7900","55383","70020","DebtCon","Other","12","2","0","80.7789415025056","10","8","44.8589773242031"
"1","8000","61000","90450","HomeImp","Other","4","2","1","139.866666666667","0","9",""
"1","8300","","47244","HomeImp","Other","6","","","","","",""
"1","8400","32000","49000","HomeImp","Mgr","12.6","0","3","41.3","2","18",""
"1","8500","30077","42770","DebtCon","Office","0.25","0","0","89.2666666666667","0","10",""
"1","8700","62600","77600","DebtCon","Other","0.5","1","0","351.033333333333","3","13",""
"1","8800","67200","80300","HomeImp","Other","10","4","1","135.866666666667","1","33",""
"1","8800","32169","37533","DebtCon","Other","3","0","0","74.4492947670092","3","19","25.3417409296808"
"1","8900","133847","157399","HomeImp","ProfExe","17","0","2","70.8841440935054","0","12","34.702330738363"
"1","9000","52257","58275","DebtCon","Sales","5","0","0","80.2518009846173","0","21","34.1447259470097"
"1","9000","43881","56000","DebtCon","Other","5","0","3","73.0333333333333","3","28",""
"1","9100","28550","40300","HomeImp","Other","5","0","0","109.535635519348","7","33","23.0829053415232"
"1","9300","84900","105798","DebtCon","ProfExe","2","0","0","41.8072045957187","1","3","26.9566978958932"
"1","9400","52024","89107","HomeImp","Office","0","1","0","148.844737607512","3","26","36.0800317740906"
"1","9500","36114","45654","DebtCon","Office","0","0","0","83.3332917722511","0","9","25.3434784486999"
"1","9500","54612","68759","HomeImp","Other","9","0","0","89.1028386082768","0","19","31.3539069362888"
"1","9700","73085","92000","DebtCon","Other","8","0","3","173.5","0","34",""
"1","9900","37609","120186","DebtCon","Other","","0","0","176.367839014955","3","30","53.1789111120994"
"1","9900","59206","75690","HomeImp","Office","6","0","2","288.395058539313","1","19","30.7760278637037"
"1","10000","34350","54146","DebtCon","Other","3","0","0","144.422888919199","0","18","31.5390133950808"
"1","10000","22000","41250","HomeImp","Mgr","5","0","0","97.9666666666667","0","21",""
"1","10000","20500","54600","HomeImp","Self","15","0","0","160.333333333333","2","11",""
"1","10000","","","HomeImp","Other","","","","","","",""
"1","10000","186000","225750","HomeImp","ProfExe","2","0","0","75.8666666666667","","5",""
"1","10000","53297","74925","HomeImp","Other","14","0","1","88.5333333333333","2","15",""
"1","10000","5200","53095","HomeImp","Other","5","3","3","234.333333333333","3","17",""
"1","10000","65000","80000","DebtCon","Other","2","0","0","26.3666666666667","3","2",""
"1","10000","52410","54500","","Mgr","1","9","4","132.9","4","29",""
"1","10000","90700","123370","DebtCon","ProfExe","15","2","0","90.3","1","4",""
"1","10000","34900","48000","HomeImp","Other","3","0","0","288.166666666667","1","3",""
"1","10000","36000","68800","DebtCon","Other","13","0","0","118.666666666667","6","15",""
"1","10100","","25300","DebtCon","Other","","1","0","122.3","1","5",""
"1","10200","69116","105228","HomeImp","ProfExe","12","0","8","122.843951189541","0","36","36.1228859059479"
"1","10400","42714","72322","DebtCon","Other","12","0","0","105.074801591052","6","15","41.2623534722311"
"1","10500","57880","66802","DebtCon","Other","2","0","0","94.5984252618501","8","21","45.464765837083"
"1","10500","","18600","HomeImp","Other","24","","","","","",""
"1","10600","61294","82646","DebtCon","ProfExe","5","0","4","87.859169291003","2","13","36.3951481489349"
"1","10900","86754","110000","DebtCon","ProfExe","13","0","2","103.433333333333","0","19",""
"1","10900","49352","56529","DebtCon","Other","7","0","1","78.8336176254506","2","23","36.1749552357546"
"1","11000","45000","63775","DebtCon","Other","14","0","0","173.166666666667","0","18",""
"1","11000","66400","81500","DebtCon","Other","9.5","0","0","215.066666666667","0","65",""
"1","11000","62227","81250","DebtCon","Office","9","0","5","123.766666666667","3","34",""
"1","11000","41000","63450","HomeImp","Other","2.9","","","","","",""
"1","11000","85008","73223","HomeImp","Mgr","7","0","2","197.120045356682","0","23","41.4410520182275"
"1","11100","52028","77316","HomeImp","Other","","0","2","194.484897328303","1","12","30.7976743651031"
"1","11200","68990","81922","DebtCon","Mgr","12","0","1","120.885811225178","2","23","43.1598753294721"
"1","11300","29000","59900","HomeImp","Mgr","3","1","0","91.6333333333333","4","11",""
"1","11500","21096","38952","DebtCon","Office","13","0","0","129.7","0","5",""
"1","11500","47597.57","75937.5","DebtCon","Other","13.5","0","0","89.4","0","7",""
"1","11500","62000","83000","DebtCon","","0","5","1","177.566666666667","2","34",""
"1","11600","57200","72500","DebtCon","Other","5","0","0","34.4666666666667","4","15",""
"1","12000","114390","132800","DebtCon","Mgr","10","0","0","95.7333333333333","0","25",""
"1","12000","","33879","DebtCon","Other","","1","0","121.37953587641","0","4","39.6946913698058"
"1","12300","50230","70000","DebtCon","Sales","1","0","","184.366666666667","2","20",""
"1","12300","49800","64000","DebtCon","ProfExe","23","0","2","232.333333333333","3","17",""
"1","12300","11300","39000","","Other","","5","1","170.433333333333","3","21",""
"1","12300","64265","90956","DebtCon","Other","10","0","1","233.156124792837","0","32","32.9088238640729"
"1","12400","57105","74582","DebtCon","Other","12","0","0","134.031767869893","0","20","36.9257364142946"
"1","12500","69117","101503","HomeImp","ProfExe","13","0","7","145.953017817374","0","36","36.7599846637947"
"1","12500","41301","60000","DebtCon","Other","2","0","0","77.2333333333333","0","12",""
"1","12500","55000","75393","DebtCon","Other","0.75","0","1","113.033333333333","1","16",""
"1","13000","125969","144076","DebtCon","Other","4","0","0","110.193196269888","2","30","48.9777316984105"
"1","13300","45860","63500","HomeImp","ProfExe","7","0","0","127.766666666667","4","9",""
"1","13500","73000","97000","DebtCon","Other","12","1","0","145.2","0","23",""
"1","13700","59012","81465","DebtCon","Mgr","12","0","0","167.433333333333","0","31",""
"1","13900","","80868","DebtCon","ProfExe","18","0","0","278.301424456978","1","7","43.3132002290167"
"1","14200","100663","122021","DebtCon","ProfExe","0","0","0","139.98397674523","0","20","43.7974595618748"
"1","14300","52260","73000","DebtCon","Mgr","0.6","1","3","62.9","0","17",""
"1","14300","37000","54000","DebtCon","","0","0","0","320.633333333333","2","26",""
"1","14700","148396","162403","DebtCon","Mgr","13","0","0","163.498994195299","0","31","35.428415656415"
"1","15000","399550","","HomeImp","Mgr","0.9","0","0","138.166666666667","1","18",""
"1","15000","163000","207562","DebtCon","ProfExe","6","0","0","247.584249084249","1","27",""
"1","15000","38000","73200","DebtCon","Other","6","0","0","171.3","0","17",""
"1","15000","57900","88200","DebtCon","ProfExe","10","","","","","",""
"1","15000","","74750","DebtCon","","","","","","","",""
"1","15000","62674","76950","HomeImp","Mgr","8","1","5","249.533333333333","0","31",""
"1","15000","18900","80400","DebtCon","ProfExe","7","0","1","142","0","12",""
"1","15000","62100","40000","DebtCon","ProfExe","1","0","0","111.6","2","13",""
"1","15000","77544","102000","DebtCon","Sales","4","0","0","11.7","2","35",""
"1","15000","61265","","DebtCon","Office","22","0","0","186.666666666667","1","21",""
"1","15100","45351","65481","DebtCon","Other","4","0","0","91.715292521045","9","18","39.0701530459012"
"1","15200","96341","118734","DebtCon","Other","1","1","","90.7327803991974","1","26","39.1400559685473"
"1","15300","21383","38480","HomeImp","Mgr","20","0","1","182.6","4","31",""
"1","15300","96700","","HomeImp","Other","5","0","1","225.166666666667","0","24",""
"1","15300","49421","67343","DebtCon","Other","4","0","0","57.9294150923502","6","22","42.9296141850201"
"1","15500","82054","104627","DebtCon","Sales","3","0","0","9.04851508640076","1","35","60.6457562589253"
"1","15600","74156","101136","DebtCon","Mgr","11","0","3","107.388467590142","0","24","27.6960009295149"
"1","15700","149305","","DebtCon","ProfExe","25","0","2","382.858835922671","0","71","38.2283447538681"
"1","15800","104913","121214","DebtCon","ProfExe","2","0","0","134.003830240408","0","21","44.9151605508221"
"1","15800","42504","64847","HomeImp","Other","","0","0","120.738012984394","2","18","36.834457554945"
"1","16000","20000","60000","HomeImp","Other","11","0","0","51.0333333333333","0","9",""
"1","16000","83200","","DebtCon","ProfExe","0.6","0","0","318.566666666667","9","27",""
"1","16000","50000","71130","DebtCon","ProfExe","2.5","0","0","189.7","0","22",""
"1","16100","49371","77400","DebtCon","Office","3","2","2","214.060376160458","1","51","44.2167638900535"
"1","16100","33209","52000","DebtCon","Other","8","0","0","91.3","1","15",""
"1","16200","23466","206368","DebtCon","Mgr","9","7","3","141.027426515543","10","41","32.3684977701346"
"1","16200","34984","46382","DebtCon","Other","11","0","0","175.144319489273","3","20","39.7409281270676"
"1","16500","48833","68872","DebtCon","Other","1","0","0","60.3906522937829","0","12","22.4596243869046"
"1","16500","50000","","DebtCon","Mgr","1","0","0","120.733333333333","3","11",""
"1","16500","43223","46925","DebtCon","Other","10","0","0","178.002383414073","4","20","40.206333768408"
"1","16800","69284","","DebtCon","Office","21","0","0","190.69331374608","1","20","35.8940258591687"
"1","16800","50445","71711","DebtCon","Other","5","0","0","71.2307616886999","5","18","40.5829134780229"
"1","16900","63800","85000","DebtCon","Other","2","0","6","127.8","2","33",""
"1","17000","74910","112375","DebtCon","Office","41","0","0","95.2","3","28",""
"1","17000","87600","110000","DebtCon","Other","0.4","6","0","180.566666666667","2","46",""
"1","17000","62755","81180","DebtCon","ProfExe","19","2","0","134.933333333333","2","28",""
"1","17200","74402","","DebtCon","ProfExe","13","0","1","115.353030635662","4","34","41.3590363343381"
"1","17300","73503","91842","DebtCon","Other","0","0","6","142.332075594744","1","32","46.9023243779607"
"1","17500","76100","98500","DebtCon","Other","5","10","1","59.8333333333333","5","16",""
"1","18400","43188","68876","DebtCon","Other","","0","0","199.000576020536","6","25","41.0061032866715"
"1","18600","73473","105848","HomeImp","Mgr","9","0","4","186.712835717799","1","14","27.6460365759097"
"1","18600","23850","61808","HomeImp","Other","12","0","0","46.9461640522311","0","8","40.8529275031075"
"1","19000","100670","122581","DebtCon","Mgr","10","0","","81.2525474156702","0","27","41.8636310541507"
"1","19300","152000","182000","HomeImp","Self","1","","","","","",""
"1","19400","178000","219300","HomeImp","ProfExe","12","0","0","214.366666666667","0","26",""
"1","19500","100077","122352","DebtCon","Office","3","0","0","58.8610274632792","0","9","38.1215183339927"
"1","19600","117646","149975","DebtCon","Other","4","0","0","114.213614862113","1","12","31.2228026477354"
"1","19700","62351","84624","DebtCon","Mgr","0","1","0","88.1265167748457","1","22","54.2413347371907"
"1","20000","72000","103000","DebtCon","ProfExe","0.5","0","0","174.3","3","23",""
"1","20000","71254","109200","DebtCon","Other","10","","","","","",""
"1","20000","27900","","HomeImp","Mgr","21","","","","","",""
"1","20000","125000","165000","DebtCon","ProfExe","2","0","0","314.5","0","30",""
"1","20000","73400","94000","DebtCon","Mgr","9","0","0","270","2","14",""
"1","20000","161000","204000","DebtCon","ProfExe","5","3","7","205.933333333333","5","25",""
"1","20000","151982","","DebtCon","Self","","2","5","146.5","1","43",""
"1","20000","104000","139900","DebtCon","Other","15","1","1","95.3666666666667","4","49",""
"1","20000","142500","190000","DebtCon","Mgr","0.2","2","4","313.533333333333","3","18",""
"1","20000","107000","146400","DebtCon","Office","0.1","0","2","234.333333333333","2","32",""
"1","20000","77900","105400","DebtCon","Mgr","4","0","0","110.6","0","17",""
"1","20300","66667","92158","DebtCon","ProfExe","9","3","1","174.892105642266","2","64","40.5456809980123"
"1","20500","113963","131135","HomeImp","Self","3","1","0","243.680603889827","1","26","143.949604953611"
"1","20500","106839","144460","DebtCon","Other","13","1","1","107.671381705754","4","49","39.6870894351402"
"1","20900","55000","79900","HomeImp","Other","2.5","0","0","45.6311355311356","1","14",""
"1","20900","66575","79416","DebtCon","ProfExe","13","2","1","107.269512609598","7","28","28.3823370154911"
"1","20900","61402","88659","DebtCon","ProfExe","9","3","0","164.248932329206","1","63","40.9214333373268"
"1","21000","48735","71694","DebtCon","Other","8","0","0","48.4989708415747","3","10","32.9214006366541"
"1","21000","110000","138000","DebtCon","Mgr","16","8","2","154.2","3","30",""
"1","21000","69231","95000","DebtCon","ProfExe","8","0","7","116.7","1","22",""
"1","21400","104657","147364","DebtCon","Other","7","2","0","149.25448005071","2","20","46.3050721491664"
"1","21400","95147","132304","DebtCon","Office","7","1","5","206.127664819867","1","18","36.2356653890785"
"1","21700","92382","168708","","Mgr","13","2","5","249.242762936965","","24","29.3690264034686"
"1","21900","108000","144940","DebtCon","Other","13","0","0","260.766666666667","1","22",""
"1","22000","96127","122000","DebtCon","Mgr","24","0","2","301.3","3","36",""
"1","22000","92000","","DebtCon","Office","4","","12","218","1","39",""
"1","22300","","135000","DebtCon","Office","9","","","","","",""
"1","22600","69675","92300","DebtCon","Other","16","0","6","240.433333333333","0","30",""
"1","22700","94601","99755","DebtCon","Other","3","0","0","129.564300764586","0","16","37.9693045409766"
"1","23200","129355","171709","DebtCon","ProfExe","0","0","0","328.514121383254","0","30","40.0484400442841"
"1","23300","84083","107407","DebtCon","Self","2","0","1","153.233333333333","6","23",""
"1","24000","88783","116967","DebtCon","Self","2","0","0","171.506256742975","5","23","56.9618385690087"
"1","24000","136000","","DebtCon","ProfExe","3","1","6","303.294285714286","1","27",""
"1","24800","76220","102087","HomeImp","Mgr","6","0","1","126.641019549516","0","32","48.569574037045"
"1","25000","98500","130000","DebtCon","Other","5","0","1","201.833333333333","4","43",""
"1","25000","95000","127000","HomeImp","ProfExe","15","1","2","296.2","2","27",""
"1","25000","68000","","DebtCon","Other","8","","1","134.766666666667","3","33",""
"1","25000","86000","120000","DebtCon","Mgr","6","2","1","105.533333333333","8","16",""
"1","25000","39000","72500","DebtCon","Other","3","0","1","114.666666666667","3","22",""
"1","25000","75110","114208","DebtCon","Mgr","3","2","0","83.0526474723646","1","27","45.7439490589145"
"1","25700","32613","63065","DebtCon","Other","0","0","0","218.485275072638","0","22","41.2101070418675"
"1","25900","","","DebtCon","Other","20","0","2","190.996564810456","0","22","31.1623894797929"
"1","26000","43314","71303","DebtCon","Other","8","0","7","246.318674942642","3","23","43.2152335113079"
"1","26200","51599","87148","DebtCon","Other","","0","0","129.933920527958","2","19",""
"1","27000","79218","115721","DebtCon","Other","9","0","0","280.343720101166","0","35","33.2277630765772"
"1","27700","61396","111627","","Self","20","0","0","87.0025001081203","0","4","84.613888689747"
"1","27700","83300","","HomeImp","Mgr","20","1","4","247.933333333333","1","19",""
"1","28500","108293","135317","DebtCon","Other","5","0","0","219.615251860284","4","43","31.2097310864598"
"1","28700","25190","59841","DebtCon","Office","1","0","1","201.176783263113","0","11","35.729286939711"
"1","29000","149900","201000","","Self","5","4","4","131.933333333333","1","29",""
"1","29000","79000","","HomeImp","ProfExe","8","0","1","189.7","1","33",""
"1","30000","17696","53100","DebtCon","Mgr","20","4","5","147.866666666667","0","28",""
"1","31000","67794","103535","DebtCon","Mgr","7","0","1","116.898989879919","1","31","44.0654287819869"
"1","32900","","55657","","","1","1","3","210.012264786936","10","15","1.90922516300773"
"1","34400","155536","169503","DebtCon","Office","10","0","0","107.709922698593","4","32","58.82692960088"
"1","36000","124000","176000","DebtCon","Other","21","","","257.7","5","35",""
"1","36500","84978","125000","DebtCon","Self","10","0","1","213.066666666667","0","64",""
"1","38000","106000","160000","DebtCon","Other","24","0","6","240.466666666667","0","33",""
"1","40000","331000","415000","DebtCon","ProfExe","22","0","0","242.466666666667","8","34",""
"1","40400","83786","131000","DebtCon","Office","34","","13","210.6","3","36",""
"1","40900","217000","290000","DebtCon","ProfExe","30","1","0","230.266666666667","2","25",""
"1","41600","","44157","DebtCon","Other","","0","2","202.15154594565","0","15","34.9086317228287"
"1","41700","","854112","HomeImp","Other","16","0","0","180.60887817992","0","23","42.0716453825457"
"1","42000","140000","","DebtCon","ProfExe","25","2","1","311.433333333333","1","15",""
"1","47000","159500","230000","DebtCon","Office","3","0","0","","0","0",""
"1","47800","47354","119244","DebtCon","Other","","0","1","128.051090651811","0","21",""
"1","50000","69400","163000","HomeImp","Other","1.3","0","1","103.133333333333","","13",""
"1","50200","34668","","DebtCon","Mgr","7","1","0","117.682547832733","1","5","36.7244860604194"
"1","50200","197770","271676","DebtCon","Mgr","16","0","0","146.862541289388","1","20","42.9265802025453"
"1","56800","95321","169000","DebtCon","Other","3","0","0","239.433333333333","4","38",""
"1","1500","13500","16700","HomeImp","Other","4","0","0","149.466666666667","1","10",""
"1","1500","","","","","","","","","","",""
"1","1700","30548","40320","HomeImp","Other","9","0","0","101.466001910589","1","8","37.1136135584459"
"1","1800","48649","57037","HomeImp","Other","5","3","2","77.1","1","17",""
"1","2200","24280","34687","HomeImp","Other","","0","1","300.866666666667","0","8",""
"1","2300","28192","40150","HomeImp","Other","4.5","0","0","54.6","1","16",""
"1","2400","","17180","HomeImp","Other","","0","0","14.5666666666667","3","4",""
"1","3000","7000","20300","HomeImp","Other","3","0","0","50.8","5","9",""
"1","3000","47000","82700","HomeImp","ProfExe","10","0","1","262.166666666667","5","26",""
"1","3200","27200","40834","HomeImp","Other","","0","0","298.131564030104","0","7","35.5535387893457"
"1","3200","54000","64850","HomeImp","Other","1","0","0","121.866666666667","3","21",""
"1","3200","23159","","HomeImp","Mgr","20","","2","117.805747837844","0","9","0.524499215429881"
"1","3400","37000","52000","HomeImp","Office","2","0","1","183.299915611814","0","6",""
"1","3900","29896","45960","HomeImp","Other","11","0","0","146.123242194151","0","14","24.4788811910939"
"1","4000","26572","31960","HomeImp","Office","11","0","0","117.795103874788","0","8","41.286491947517"
"1","4000","29562","37200","DebtCon","Other","6","0","0","92.1333333333333","1","26",""
"1","4400","53091","64074","DebtCon","Office","14","1","3","89.8610582497177","0","17","39.1580848338213"
"1","4500","57000","","HomeImp","Other","5","","","222.6","1","13",""
"1","4500","66517","87000","DebtCon","ProfExe","10","0","4","125.8","0","34",""
"1","4700","49100","58238","HomeImp","ProfExe","0.1","0","0","61.8","2","17",""
"1","4700","26900","45000","HomeImp","ProfExe","9","1","2","90.4666666666667","1","16",""
"1","4900","65576","65774","HomeImp","Other","6","1","2","61.6425060799225","1","14","40.5909100180356"
"1","5000","22320","34900","HomeImp","Other","10","0","0","65.7","1","5",""
"1","5000","100882","102700","HomeImp","Mgr","5","0","1","58.8666666666667","0","16",""
"1","5000","34200","50830","HomeImp","Other","6","0","0","57","1","9",""
"1","5000","22700","34225","HomeImp","Other","4","0","0","74.6333333333333","3","9",""
"1","5000","71571","85100","DebtCon","ProfExe","1.4","0","1","82.1333333333333","0","13",""
"1","5000","81748","","DebtCon","ProfExe","14","1","2","144.066666666667","2","17",""
"1","5000","46696","85202","HomeImp","Other","2","1","2","148.340645492302","0","14","46.4898740006703"
"1","5400","45509","57453","DebtCon","Sales","4","0","0","95.6","0","22",""
"1","5400","78300","88000","HomeImp","ProfExe","8","0","0","102.5","3","19",""
"1","5500","40584","46645","HomeImp","Other","4","0","1","136.320637463563","0","13","34.4947089647896"
"1","5500","37368","48502","HomeImp","Mgr","9","0","2","48.9958450016098","0","10","33.1264839673119"
"1","5600","5000","66700","HomeImp","Other","31","1","1","204.066666666667","0","11",""
"1","5700","70000","84579","DebtCon","Sales","0.1","0","0","95.9","1","17",""
"1","5700","58400","75000","HomeImp","ProfExe","4","0","0","177.5","2","26",""
"1","5700","74172","79846","DebtCon","ProfExe","0","0","0","157.009774721382","0","28","47.4152286588518"
"1","5800","27791","46833","DebtCon","Mgr","3","0","0","83.2890627458276","1","13","30.187805388634"
"1","5900","","28000","DebtCon","Self","1","2","1","36.7666666666667","1","8",""
"1","5900","","33100","HomeImp","Other","","0","0","238.6","1","2",""
"1","5900","25972","41856","DebtCon","Other","2","0","2","157.960011392432","3","27","40.6282781749164"
"1","5900","106650","","DebtCon","Mgr","1","0","6","250.566666666667","4","23",""
"1","6000","24600","30500","HomeImp","Other","4.5","0","1","116.1","8","34",""
"1","6200","42100","57385","DebtCon","Other","8.5","0","1","164.8","1","28",""
"1","6500","48000","61000","DebtCon","Other","1","1","0","97.299756097561","6","38",""
"1","6800","31000","42000","DebtCon","Mgr","3.5","1","0","106.266666666667","2","26",""
"1","7000","66000","86300","DebtCon","Other","3","1","1","242.433333333333","0","8",""
"1","7000","53194","81150","HomeImp","ProfExe","14","7","0","183.633333333333","2","28",""
"1","7000","74500","81600","HomeImp","ProfExe","2","2","0","340.9","0","29",""
"1","7000","64300","119500","HomeImp","Other","1","1","0","54.8333333333333","0","8",""
"1","7100","39000","55000","","Other","12","0","1","192.766666666667","2","31",""
"1","7200","15637","39660","HomeImp","Self","6","0","1","354.239763429661","3","42","33.6241334459251"
"1","7300","58671","87975","HomeImp","Mgr","3","0","0","74.0666666666667","1","16",""
"1","7300","60890","75785","DebtCon","Other","6","0","1","45.9666666666667","0","13",""
"1","7400","2063","100448","HomeImp","Other","","0","0","96.1333333333333","0","14",""
"1","7500","","","HomeImp","Other","21","","","158.9","1","21",""
"1","7500","57800","109600","DebtCon","Mgr","4","0","1","124.133333333333","1","18",""
"1","7500","","40150","HomeImp","Other","5","0","0","","1","0",""
"1","7500","60000","87830","HomeImp","Other","5","0","0","153.266666666667","2","16",""
"1","7500","","","HomeImp","Other","20","","","157.328422750523","0","20",""
"1","7500","50000","80000","HomeImp","Other","9","","5","299.566666666667","2","18",""
"1","7700","14589","33100","DebtCon","Other","3","0","7","122.066666666667","0","22",""
"1","8000","49685","81020","HomeImp","Other","2","0","3","129.362465897279","0","15","47.0009752151235"
"1","8000","28000","41950","DebtCon","Office","2","0","0","103.4","1","20",""
"1","8000","37871","","HomeImp","ProfExe","15","6","2","179.633333333333","0","30",""
"1","8000","63152","","DebtCon","Other","9","1","1","132.9","1","26",""
"1","8000","21944","31352","DebtCon","Other","0","1","1","33.4333333333333","9","3",""
"1","8000","36000","115800","DebtCon","Other","","0","0","168.233333333333","3","30",""
"1","8000","92487","113947","DebtCon","Other","8","0","3","151.817388717885","0","19","26.4575244491769"
"1","8100","19772","39431","DebtCon","Other","0","0","1","82.3352877749279","1","12","20.3424677223724"
"1","8100","28523","39816","DebtCon","Other","5","0","0","130.643933279356","0","16","37.3935264159709"
"1","8400","48032","95213","HomeImp","Office","5","1","4","326.679590490122","0","30","38.191681735833"
"1","8600","","25000","HomeImp","Other","0","6","0","64.8666666666667","2","27",""
"1","8800","33395","51057","DebtCon","Office","2","0","0","80.8224796907253","1","20","16.8830310139028"
"1","8800","50000","68000","DebtCon","Other","19","0","0","108.9","0","16",""
"1","8900","62733","77741","DebtCon","Mgr","8","0","0","68.8900961658465","3","17","37.7733005944189"
"1","8900","147801","157335","HomeImp","Other","4","0","0","85.574865755679","4","21","34.7565603841592"
"1","9000","90969","108606","HomeImp","Mgr","5","5","2","113.257509070855","5","28","27.3475966097776"
"1","9000","31896","46195","HomeImp","Other","25","0","2","122.389155247506","3","16","36.681652145759"
"1","9100","78369","92000","DebtCon","Sales","0.2","0","0","180.833333333333","3","35",""
"1","9300","38115","60493","DebtCon","Other","14","0","0","91.9326322644252","0","18","29.6336084737599"
"1","9500","50400","63000","DebtCon","Other","1","0","0","91.2666666666667","8","22",""
"1","10000","31253","65450","DebtCon","Other","21","0","0","172.033333333333","0","16",""
"1","10000","19225.53","35500","HomeImp","Office","5","0","2","186","1","10",""
"1","10000","59929","","DebtCon","Other","5","","","","","",""
"1","10000","99600","125500","DebtCon","Office","8","0","0","80.1","3","21",""
"1","10000","48840","58740","HomeImp","Other","15","2","2","194.8","0","39",""
"1","10000","42321","53800","DebtCon","Other","4","0","0","275.9","0","19",""
"1","10000","59543","86800","DebtCon","Other","9","3","1","152.133333333333","2","51",""
