"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"0","6300","","39050","HomeImp","Other","","","","294.478047564546","","12","31.4477504088067"
"1","6300","59793","98314","DebtCon","Self","2.2","0","0","120.733333333333","0","8",""
"0","6300","26655","29792","DebtCon","Other","1","1","0","12.7592674470017","10","6","28.3618517799405"
"0","6400","99131","125652","HomeImp","Other","8","","","419.375153802264","1","50","42.2449275729595"
"0","6400","9113","46351","HomeImp","Self","","0","0","202.250795832126","0","11","45.1143193876531"
"1","6500","60054","70434","HomeImp","Other","1","0","0","127.062701571471","2","21","37.8003529334303"
"0","6500","33639","37345","HomeImp","ProfExe","11","0","0","191.075655903213","0","13","24.2273193389305"
"1","6500","13600","","HomeImp","Other","14","2","5","115.366666666667","1","16",""
"0","6600","62380","89742","HomeImp","Office","31","0","0","232.527290731158","0","16","26.1604948868325"
"0","6600","74376","84855","DebtCon","","3","","","","","","20.0283535048824"
"0","6700","55113","56486","HomeImp","Other","4","0","0","84.4170304620638","0","17","23.6428538294615"
"0","6700","","30544","DebtCon","Other","2","0","0","283.897231344121","0","14","24.1204515569287"
"0","6700","48430","64358","HomeImp","Other","0","1","","108.351747465871","","13","38.8941947456562"
"1","6700","","20631","HomeImp","Mgr","4","0","0","174.721834129067","1","8","62.246451123425"
"0","6800","136951","160306","HomeImp","ProfExe","11","0","0","219.735673403212","1","18","20.8850934988843"
"0","6800","49809","65074","DebtCon","Mgr","7","","4","116.632733303957","3","10","39.2150289105554"
"1","6800","","27410","HomeImp","Mgr","6","1","0","2.03333333333333","1","5",""
"0","6800","178559","247611","DebtCon","Sales","","0","0","127.234141048451","0","22","42.0839016781626"
"0","6800","","72310","HomeImp","Office","1","0","0","48.8188364768882","0","3","40.787393229407"
"0","6800","71666","99913","HomeImp","Other","0","0","1","196.464998931985","0","31","35.761604730767"
"0","6800","75964","88754","DebtCon","Mgr","19","0","1","298.70048214857","0","23","39.1075016428612"
"0","6900","75880","113612","DebtCon","Office","1","0","0","230.805588122933","1","38","17.9658834438333"
"0","7000","74795","99149","HomeImp","Other","1","0","1","175.571442766011","0","32","34.4496646729529"
"0","7000","78284","98214","HomeImp","Other","0","0","1","171.838386172746","0","31","36.2479630308449"
"0","7000","58128","93740","HomeImp","ProfExe","5","0","0","213.363027674541","2","24","34.4753019291327"
"1","7000","142251","157250","HomeImp","Other","5","0","0","87.8333333333333","4","21",""
"1","7000","27290","63500","HomeImp","Office","6","","","","","",""
"0","7000","7000","31200","DebtCon","Other","5","0","0","265.066666666667","0","12",""
"0","7000","29000","49000","DebtCon","Other","11","0","0","234.4","1","32",""
"0","7000","55000","63000","HomeImp","Other","5","0","0","84.7333333333333","3","20",""
"0","7000","46225","59000","DebtCon","Other","16","0","4","219.133333333333","0","37",""
"1","7000","83000","97635","HomeImp","Other","5.6","3","0","141","0","10",""
"1","7000","25000","49840","DebtCon","Office","0.6","0","0","139","0","13",""
"1","7100","54000","74800","DebtCon","Mgr","7.5","1","1","71","4","18",""
"0","7100","","40185","HomeImp","Other","3","0","0","272.922684701939","1","25","41.9168995287022"
"0","7200","62329","78007","DebtCon","ProfExe","8","0","0","55.3588030896308","1","23","38.6402771093744"
"0","7200","79946","113807","DebtCon","Office","1","0","0","238.458824981592","0","37","18.6172886910649"
"0","7200","71509","86484","DebtCon","","4","","","","","","20.0990497843218"
"0","7400","51974","59323","HomeImp","Other","4","0","0","83.3467118796305","0","18","23.3976346284978"
"1","7400","71576","89068","DebtCon","Sales","0","0","0","94.7822306942958","0","17","42.8034219945843"
"0","7500","44744","60518","DebtCon","","6","","0","79.4112299943225","","16","34.3974417267169"
"1","7500","18400","29375","DebtCon","Other","6","1","0","147.1","0","9",""
"0","7500","","26850","HomeImp","Office","20","0","0","185.633333333333","1","16",""
"1","7500","42721","67000","DebtCon","Other","15","1","3","126.766666666667","2","23",""
"0","7600","58622","77726","HomeImp","Other","15","0","0","249.633760670996","2","36","34.8820664393911"
"0","7700","32243","36369","HomeImp","ProfExe","12","0","0","180.41578672639","0","13","21.7208183802296"
"0","7700","","68131","HomeImp","Office","1","0","0","56.6099062879601","0","3","40.4998204449237"
"1","7800","","11702","HomeImp","Other","0","0","0","44.6295915741876","2","7","21.2717853710064"
"0","7800","58364","66688","DebtCon","Other","3","0","2","114.512157959793","3","18","37.9292738691435"
"0","7800","38506","50309","DebtCon","Other","11","0","0","231.001195496054","0","32","35.9061158460361"
"0","7800","","30320","DebtCon","Other","2","0","0","295.113420672202","0","13","23.2456730064031"
"1","7900","67222","75189","HomeImp","Other","4","0","0","95.6768726911684","0","23","36.9797120303147"
"1","7900","126919","166566","HomeImp","Mgr","10","","","","","",""
"0","7900","","71519","HomeImp","Office","0","0","0","55.8738602148146","0","4","38.3750912948908"
"0","7900","77221","95316","DebtCon","ProfExe","4","0","0","116.30949336469","0","25","35.4297965790982"
"0","8000","53000","65960","HomeImp","Other","7.5","0","0","132.566666666667","0","17",""
"0","8000","70546","81272","DebtCon","Sales","4","0","0","119.066922038222","0","31","33.3615863010947"
"1","8000","33000","38500","HomeImp","Other","2","0","0","","0","0",""
"0","8000","","34226","HomeImp","Other","","","1","75.3666666666667","1","10",""
"0","8000","78720","86800","DebtCon","Other","0.1","4","0","","0","4",""
"0","8000","63700","79754","DebtCon","","3.8","0","0","208","0","16",""
"1","8000","4500","","DebtCon","Other","1","3","2","102.433333333333","6","15",""
"1","8000","86804","113000","DebtCon","Other","7","1","3","145.166666666667","1","20",""
"0","8000","80817","89515","DebtCon","Other","0","3","0","","0","4","29.6389014185867"
"0","8100","53863","74705","DebtCon","Other","0","0","0","66.2945703905398","8","21","26.0464694224794"
"0","8100","81322","97823","DebtCon","ProfExe","3","0","0","118.468505992916","0","25","32.7167775905071"
"0","8100","46380","58745","HomeImp","Other","7","0","0","78.3600876353019","0","18","22.3753411665351"
"0","8100","69047","82113","DebtCon","Sales","3","0","0","121.411148862508","0","30","35.0739183568647"
"0","8100","26886","36527","HomeImp","ProfExe","12","0","0","188.419826413984","0","13","24.8655671849221"
"0","8100","50373","65865","DebtCon","Office","5","0","0","99.5981699478989","2","11","38.9101508344757"
"0","8200","","50061","HomeImp","Other","10","0","0","296.901638601739","1","13","33.6321365174987"
"0","8200","62603","86782","DebtCon","ProfExe","15","0","0","219.565812505341","0","18","24.6366213501322"
"0","8200","68013","77008","DebtCon","ProfExe","8","0","0","49.1469222979335","1","23","40.7925897039113"
"0","8200","120837","176244","DebtCon","Other","8","0","0","196.724160540497","0","20","34.7457431518313"
"0","8200","66254","74994","DebtCon","ProfExe","7","0","0","60.384862517344","1","24","39.726105140362"
"1","8300","82000","111000","DebtCon","Other","6","2","2","214.1","2","12",""
"0","8300","14601","66143","HomeImp","Office","24","0","0","320.234882209835","1","12","40.0150705676084"
"0","8300","47000","78320","HomeImp","Other","18","0","0","195.833333333333","1","17",""
"0","8300","","41438","HomeImp","Other","","","","302.856632856126","","12","30.1040714364285"
"0","8300","101150","115215","HomeImp","Office","23","0","0","130.256329426721","0","12","36.505999480349"
"0","8300","67839","76502","DebtCon","ProfExe","9","0","0","58.5601740050197","3","24","38.9742935294771"
"1","8300","10000","63775","HomeImp","Other","0","0","0","200.866666666667","0","14",""
"0","8400","77144","91532","DebtCon","Mgr","19","0","1","311.757182427561","1","24","40.9127369942063"
"0","8400","35240","54314","DebtCon","Office","8","0","0","210.580014791835","1","22","32.5718672913182"
"0","8400","77916","93589","DebtCon","ProfExe","0","","","","","","27.8738706246362"
"0","8400","102894","117799","HomeImp","Other","9","","","420.098164437725","1","49","39.633190087631"
"0","8500","41210","45175","DebtCon","Office","9","0","0","209.494094718718","1","22","29.9640819795076"
"0","8500","54000","62533","DebtCon","Other","4","0","1","313.466666666667","0","10",""
"0","8500","55100","66900","DebtCon","ProfExe","15","0","0","229.266666666667","4","32",""
"0","8500","49266","64461","DebtCon","Other","22","0","0","264.408023144399","3","29","37.9767579216076"
"0","8500","","27873","HomeImp","Office","21","0","0","190.061870147019","0","15","38.3754060977676"
"0","8500","78346","82226","HomeImp","Other","22","0","0","320.349542621105","1","47","30.1993995232784"
"0","8500","53459","62678","DebtCon","Mgr","13","0","0","116.863449085486","0","18","30.0529020797242"
"1","8500","29383","45900","DebtCon","ProfExe","8","0","0","122.133333333333","0","22",""
"0","8500","20959","62956","HomeImp","Office","20","0","0","315.707391377726","1","13","41.0775906567311"
"0","8500","58327","75044","HomeImp","Mgr","2","0","2","123.365356333551","0","22","28.111813831414"
"0","8600","172418","251426","DebtCon","Sales","","0","0","120.572633134977","0","22","40.9259105942845"
"0","8600","41126","55500","DebtCon","Other","6","0","0","73.0333333333333","1","11",""
"0","8600","14762","66271","HomeImp","Office","25","0","0","318.149277551241","1","13","42.2766342050241"
"0","8700","54768","87268","HomeImp","Other","18","0","0","187.580570309746","0","28","26.3671341371895"
"0","8700","77377","97070","DebtCon","Mgr","3","0","0","68.8548771739643","2","24","38.2177257841536"
"0","8700","","32855","HomeImp","","","","","","","","35.9379026827812"
"0","8700","51950","67475","HomeImp","Other","4.5","0","1","246.466666666667","2","16",""
"0","8700","51033","58513","DebtCon","Office","2","0","0","181.869751497625","0","20","37.8792783347793"
"0","8800","26607","39710","HomeImp","Office","0","0","0","104.69282515063","1","30","38.3267282134326"
"0","8800","","32221","DebtCon","Other","0","0","0","276.841934879645","0","14","24.1986783710116"
"0","8800","73765","93917","DebtCon","Other","15","","","128.853301846507","4","15","24.4911986084614"
"1","8900","33208","75000","DebtCon","Mgr","22","0","3","166.2","1","33",""
"0","8900","111493","133191","DebtCon","Self","6","0","0","159.432698081083","0","19","34.3711489004414"
"0","9000","50170","64309","DebtCon","Mgr","7","","3","120.431226094062","2","11","39.9754898278161"
"0","9000","56162","75526","HomeImp","Other","6","0","0","127.786969600682","0","15","35.7340568157025"
"0","9000","41153","51841","DebtCon","Office","10","0","0","210.282689543395","0","23","32.4242930564956"
"0","9000","76964","90500","DebtCon","Other","3","0","0","101.4","2","32",""
"0","9000","64917","102270","DebtCon","Other","10","0","0","213.033333333333","0","21",""
"0","9000","","63684","HomeImp","Other","","0","0","358.066666666667","0","7",""
"0","9000","131108","199295","DebtCon","ProfExe","1","0","0","61.000985499178","1","22","35.930610887944"
"0","9100","80719","86782","HomeImp","Other","23","0","0","333.011589747305","1","47","30.3954579196197"
"0","9100","46406","56134","HomeImp","Other","9","0","0","93.8534606867619","3","34","39.4663303331781"
"0","9100","59430","76897","HomeImp","Other","5","0","1","246.095109105895","1","16","37.4709233761537"
"0","9200","69657","89082","DebtCon","","3","0","0","217.321154677088","0","16","28.749890366136"
"0","9300","79133","100033","DebtCon","Other","3","0","0","102.163027434352","2","31","40.7946354542974"
"0","9300","46466","57182","DebtCon","Other","2","0","0","100.051866212015","0","20","38.4443179852582"
"0","9300","39307","51680","DebtCon","Office","8","0","0","196.014634902109","0","23","30.7315717037262"
"0","9400","76989","88788","HomeImp","Other","24","0","0","350.639005695954","0","46","30.0613713672018"
"0","9400","71600","99682","DebtCon","Other","16","","","159.036370663483","4","16","25.607228232877"
"0","9400","51505","84178","HomeImp","Other","19","0","0","202.697962892474","0","16","35.5306134268784"
"0","9400","53244","62245","DebtCon","Other","23","0","0","276.787744019195","3","28","37.8218515089489"
"0","9400","77410","116693","DebtCon","Office","0","0","0","245.083651845245","0","37","17.1769006572277"
"0","9400","103973","119817","DebtCon","Other","18","0","2","182.616639399047","2","16","37.3379771917211"
"0","9500","47019","59413","DebtCon","Other","4","0","0","78.0255516799439","0","11","31.4181323942859"
"0","9500","70000","85000","DebtCon","ProfExe","9","0","1","175.566666666667","1","12",""
"0","9500","59494","75930","HomeImp","Other","0","0","0","98.9985078401665","0","6","36.8884363728522"
"0","9500","42699","57680","DebtCon","","10","0","0","114.492908502516","1","26","25.0751529500564"
"0","9600","","68324","HomeImp","Other","","0","0","356.450178270206","0","6","36.5542683166239"
"1","9600","24680","43500","DebtCon","Other","18","0","3","114.666666666667","0","19",""
"0","9600","44553","48626","HomeImp","Mgr","20","0","1","226.452159476676","0","18","35.5559228934608"
"0","9700","45907","57507","DebtCon","Other","6","0","0","81.2294486369253","0","11","29.0375742227992"
"1","9700","32660","54536","DebtCon","Office","0","0","0","156.482105695483","0","13","67.3249035502434"
"0","9800","79405","111563","DebtCon","Office","0","0","0","240.942993627605","1","38","19.3328100288626"
"0","9800","74962","108730","HomeImp","ProfExe","4","0","1","76.3924160526921","1","33","37.3213475601568"
"0","9800","32550","52554","DebtCon","Other","12","0","0","229.512741144492","1","32","37.9230880944864"
"0","9800","56188","90143","HomeImp","Other","17","0","0","171.413658351785","0","29","25.621650412442"
"0","9800","63891","72980","DebtCon","ProfExe","7","0","0","32.4149335304907","2","24","39.3718698598919"
"1","9900","88236","104953","DebtCon","ProfExe","1","0","0","51.6487052415969","0","2","28.622632092411"
"0","9900","73804","97413","DebtCon","ProfExe","5","0","0","107.333024535069","0","25","33.5248795988387"
"0","9900","111000","134347","DebtCon","ProfExe","16","","1","180.633333333333","1","33",""
"1","9900","71371","84865","DebtCon","Mgr","0","2","0","94.8052357491994","0","12","38.2113051020593"
"0","9900","82697","100689","DebtCon","ProfExe","3","0","0","133.365790619384","0","26","33.5917163136144"
"0","9900","55342","72357","DebtCon","Mgr","7","","3","111.998854876073","1","11","39.8703403574975"
"0","10000","63218","76500","DebtCon","Office","5","2","3","183.666666666667","3","30",""
"0","10000","84580","118924","HomeImp","Office","31","0","0","341.944975620189","2","37","35.2488976313169"
"1","10000","86000","111000","DebtCon","Other","6.5","0","1","91.9666666666667","3","17",""
"1","10000","","25010","HomeImp","Self","5","0","3","326.133333333333","4","17",""
"1","10000","28000","73250","HomeImp","Other","2","0","0","28.9666666666667","4","12",""
"1","10000","57238","101500","DebtCon","ProfExe","10","0","0","106.833333333333","0","36",""
"1","10000","27000","54300","HomeImp","Other","0.3","0","1","91.1333333333333","0","6",""
"0","10000","71000","97875","HomeImp","ProfExe","8","0","0","165.714893617021","0","34",""
"0","10000","59764","77870","DebtCon","Sales","7","0","0","136.9","0","35",""
"0","10000","80000","107900","HomeImp","ProfExe","12","0","2","176.533333333333","0","28",""
"0","10000","","23400","HomeImp","","28","0","0","206.966666666667","1","5",""
"0","10000","96000","112200","","Office","16","1","0","258.733333333333","0","16",""
"1","10000","42300","","DebtCon","Mgr","11","1","0","31.4","3","5",""
"1","10000","46946","65000","HomeImp","Office","7.2","0","1","80.1","1","12",""
"1","10000","75000","103600","HomeImp","Mgr","17.6","0","0","171.433333333333","0","24",""
"1","10000","13161","37700","DebtCon","Other","","3","0","79.1","2","9",""
"1","10000","76700","97800","DebtCon","Other","25","","10","205.233333333333","3","26",""
"1","10000","16288","48600","DebtCon","Other","24","0","0","268.833333333333","1","16",""
"1","10000","","79500","DebtCon","ProfExe","19","0","0","285.1","2","7",""
"0","10000","64375","72418","DebtCon","ProfExe","14","0","0","207.617306436515","3","31","38.867949083358"
"0","10000","41949","51684","DebtCon","Other","15","0","0","84.1234509474012","0","12","31.2673187757969"
"0","10100","114590","215784","HomeImp","ProfExe","2","0","0","123.169182759905","0","14","27.8450837802585"
"0","10100","45493","54605","HomeImp","Mgr","21","0","1","234.591778436859","0","18","36.5946640373648"
"0","10100","66393","85605","DebtCon","Office","6","1","1","203.699562917178","3","29","37.6693051269135"
"0","10100","49683","55728","DebtCon","Other","0","0","0","91.0957948791573","0","20","37.1331075385879"
"0","10100","55559","89231","HomeImp","Other","16","1","0","175.555571294975","0","29","26.9003209978204"
"0","10100","58446","71145","HomeImp","Other","4","0","1","244.624367637597","1","15","38.1173063881683"
"0","10200","84196","91642","DebtCon","Other","1","0","0","104.83507192718","1","32","38.3761126332945"
"0","10200","34522","43076","HomeImp","Other","9","0","0","92.9075483382991","0","3","36.8453566932983"
"1","10200","29581","39992","DebtCon","Self","3","0","0","149.874625668527","2","26","43.1972420605771"
"0","10200","57142","72664","DebtCon","","19","0","0","158.185803908871","1","12","32.4974884199572"
"0","10200","80969","100937","DebtCon","Other","9","0","0","168.74982105367","4","21","39.698429807042"
"0","10200","65803","85155","HomeImp","Other","15","0","0","218.481754594715","0","36","36.1821920091017"
"0","10300","54925","84078","HomeImp","Other","2","0","1","189.695272881055","0","13","29.1336974083137"
"0","10300","57676","71027","DebtCon","","19","0","0","157.519637083367","1","11","33.9923660663992"
"0","10300","57902","74355","HomeImp","Other","4","0","0","243.630916203022","1","16","36.5744418878362"
"0","10400","56610","86831","HomeImp","Other","19","0","0","190.084829515369","0","28","24.6026585542004"
"0","10400","64336","77564","DebtCon","Office","4","2","3","188.780076085179","2","30","39.6999804645777"
"0","10400","78320","100017","DebtCon","Other","10","0","0","167.422539706378","4","21","41.9748782814363"
"0","10400","11426","69294","DebtCon","ProfExe","20","0","1","396.926264538176","1","11","20.2919889385356"
"0","10500","60145","63268","HomeImp","Other","4","0","0","122.496077923703","0","34","36.7368707533632"
"0","10500","26000","39000","DebtCon","Other","9","","1","152.233333333333","7","29",""
"0","10500","57372","67960","DebtCon","ProfExe","1.5","0","0","158.266666666667","2","35",""
"1","10500","41500","56247","DebtCon","Other","8","0","1","70.0333333333333","2","24",""
"0","10500","30922","57682","","Other","30","0","0","241.460412632411","0","19","23.237035017869"
"0","10500","69656","88198","DebtCon","Office","15","0","0","97.3194061724001","0","8","27.3223965459607"
"0","10500","34044","55784","DebtCon","Other","10","0","0","245.130859801354","1","32","36.350329432171"
"0","10600","47701","66500","DebtCon","Other","10","0","0","103.014289652188","0","23","37.3100060973829"
"0","10600","82894","124359","HomeImp","Other","7","","","","","","40.3258853180734"
"0","10600","54344","92742","HomeImp","Other","19","0","0","171.205079005377","0","28","24.5532061655182"
"0","10600","136820","201820","DebtCon","ProfExe","2","0","0","68.353056055623","1","22","38.0722098996175"
"0","10600","63245","82041","DebtCon","Office","3","1","3","184.572578196508","3","29","38.2190343123484"
"0","10600","80397","203341","HomeImp","Self","14","0","0","11.9637332829148","","7","18.7320897386559"
"0","10700","83650","203720","HomeImp","Self","11","0","0","13.5886939620579","","8","19.5877105460911"
"0","10700","73996","92766","DebtCon","Office","15","0","1","102.1474285753","0","9","25.3840627002921"
"1","10700","41144","59375","DebtCon","Other","2","0","0","73.6","1","18",""
"0","10700","51224","70399","DebtCon","Mgr","5","","","110.677441651757","","23","42.9392944069995"
"0","10700","67065","96171","DebtCon","Office","9","0","0","205.007600327232","3","28","41.5872011914231"
"0","10800","199000","226000","HomeImp","ProfExe","11","0","0","236.366666666667","0","22",""
"0","10800","44355","57742","HomeImp","Other","20","0","1","129.73199214478","0","22","38.0427678611422"
"0","10800","125732","184667","DebtCon","Other","7","0","0","212.223468791395","0","19","33.9207899660528"
"1","10800","52600","66700","DebtCon","ProfExe","2","0","0","110.566666666667","5","26",""
"0","10800","67171","82138","HomeImp","Other","2","0","0","89.1245263053872","0","6","38.8031463999781"
"0","10800","13365","66979","HomeImp","Other","9","2","1","346.979651397694","1","22","16.481629680056"
"0","10900","","66691","HomeImp","Other","","0","0","349.752362125443","0","7","34.3433485200365"
"0","10900","116030","125179","DebtCon","Self","6","0","0","177.08584487724","0","19","33.849092538538"
"0","11000","14046","34777","DebtCon","Other","5","0","0","256.634152005184","0","11","22.447943314583"
"0","11000","76958","88607","DebtCon","ProfExe","9","0","0","175.411826660591","0","12","39.2167751793967"
"0","11000","57554","68222","DebtCon","ProfExe","14","0","0","215.431793889395","3","32","36.5693478982474"
"1","11000","77517","86214","HomeImp","ProfExe","2","2","0","352.379137872061","0","28","28.0302142058454"
"1","11000","85474","118125","HomeImp","Office","2.5","2","0","132.933333333333","1","9",""
"0","11000","116361","143318","DebtCon","ProfExe","15","","1","181.070793246515","1","32","30.032845485249"
"0","11000","85758","108661","HomeImp","Mgr","11","0","0","255.287415370543","0","24","29.434867143298"
"0","11100","59232","71157","DebtCon","Mgr","5","","","108.217160506465","","24","40.0918318223403"
"0","11100","","50262","HomeImp","Mgr","5","","","175.756887467353","","8","22.9568637584927"
"0","11100","79226","88112","DebtCon","ProfExe","10","0","1","179.648273592235","1","12","40.670904725092"
"0","11100","17430","68499","DebtCon","ProfExe","20","0","2","403.965400934344","1","12","21.7586426121968"
