"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"1","4900","44000","59745","HomeImp","Other","10","0","0","81.5","3","13",""
"1","5000","","9100","HomeImp","Other","1","0","0","54.7333333333333","2","8",""
"1","5000","","71277","HomeImp","Other","10","0","0","72.4333333333333","1","12",""
"1","5000","123000","157500","HomeImp","Mgr","9","","","","","",""
"0","5000","73126","87500","DebtCon","Other","1","0","0","125.966666666667","2","10",""
"0","5000","","36375","HomeImp","Other","3","0","0","266.8","1","26",""
"0","5000","44674","59375","HomeImp","Office","10","","","178.692508696335","","19","26.4481974630236"
"0","5100","179725","251962","DebtCon","Sales","","0","0","127.498813439734","0","22","40.3082593624099"
"0","5200","67000","77000","HomeImp","Other","9","0","1","119.7","0","25",""
"1","5300","26908","36078","HomeImp","Other","","0","0","302.358709459518","0","8","39.1969854022828"
"1","5300","51000","64000","HomeImp","Mgr","10","1","0","98.3333333333333","0","12",""
"0","5500","43486","81600","DebtCon","","4","0","0","216.133333333333","4","30",""
"0","5500","87438","116679","HomeImp","ProfExe","6","0","0","186.424416021732","1","27","28.4175308957545"
"0","5500","","66251","HomeImp","Office","1","0","0","43.7223369456304","0","3","41.4520435320968"
"0","5600","69435","83489","DebtCon","ProfExe","14","0","0","200.418434018505","1","17","22.8410928480239"
"0","5600","41439","53893","HomeImp","Office","8","","","181.322989925572","","19","24.651395744235"
"0","5600","15275","47954","HomeImp","Self","","0","0","204.335245040223","0","12","42.3977696378332"
"0","5700","26927","35461","DebtCon","Other","0","1","0","21.7993521539509","10","6","29.4396642416248"
"0","5700","49806","82242","DebtCon","","3","0","0","210.347478569844","3","30","31.2434087014959"
"1","5700","80437","109647","HomeImp","ProfExe","9.5","0","0","104.4","0","14",""
"0","5700","62319","82923","HomeImp","Other","4","0","0","117.673965199242","0","15","42.4648662852053"
"0","5700","71556","79538","HomeImp","Other","2","0","0","92.6430845555095","0","15","41.2100124697806"
"1","6000","65000","94355","","Other","26","1","3","69.3","1","34",""
"1","6000","32446","54904","HomeImp","Other","2","0","0","51.7333333333333","1","9",""
"1","6000","22859","32200","DebtCon","Other","4","0","0","83.3333333333333","3","20",""
"1","6000","16878","25850","","Mgr","1","0","1","218.6","5","34",""
"0","6000","","43300","HomeImp","Other","","","","100.933333333333","","9",""
"1","6000","40000","54600","HomeImp","ProfExe","4","0","4","101.4","0","19",""
"1","6000","179397","200000","DebtCon","ProfExe","5","6","0","90.3","6","29",""
"1","6000","","95500","HomeImp","Mgr","6","1","2","129.9","1","22",""
"0","6000","","53190","HomeImp","","0","0","0","","0","0","15.1744150027001"
"0","6000","129731","154113","HomeImp","ProfExe","12","0","0","213.533333333333","0","19",""
"0","6100","91704","114799","HomeImp","Office","22","0","0","129.250089567247","1","12","36.7467662366977"
"0","6100","68743","65321","HomeImp","Sales","3","1","0","153.066783101264","0","22","40.1505270603348"
"0","6100","77265","97944","DebtCon","ProfExe","0","","","","","","28.8764630546218"
"0","6200","75657","84368","DebtCon","Sales","4","0","0","122.244945018093","0","30","32.5525433347246"
"1","6200","","","DebtCon","Self","3","","","80.5","2","17",""
"0","6300","58052","70091","DebtCon","ProfExe","9","0","4","153.780438539213","1","30","21.7195959806999"
"1","6400","25144","45200","HomeImp","Other","25","0","2","128","4","17",""
"0","6400","76577","83200","DebtCon","","5","","","","","","22.0550342137576"
"0","6400","47251","58157","HomeImp","Other","0","0","","104.792468360229","","13","36.4168869647881"
"0","6400","65215","74332","HomeImp","Mgr","9","","1","213.832103201914","0","24","40.6446195498224"
"0","6400","76732","78084","HomeImp","Other","8","0","0","109.193021371405","0","26","37.9645543184991"
"0","6400","70035","78635","DebtCon","Sales","3","0","0","147.077163526819","0","31","31.2061297627101"
"0","6400","51436","91284","DebtCon","","4","0","0","209.642898434529","2","30","31.9719712077509"
"0","6400","28041","33438","DebtCon","Other","1","1","0","10.4256428502579","10","6","29.7537002832693"
"0","6400","57887","74776","HomeImp","Mgr","3","0","1","126.328643721285","0","22","28.7563454337541"
"0","6500","80739","97630","DebtCon","ProfExe","1","","","","","","30.5312645358645"
"0","6500","55000","88300","HomeImp","Office","29","0","0","234.4","1","17",""
"1","6500","96314","105800","HomeImp","ProfExe","27","0","0","475.8","2","40",""
"0","6600","68733","81973","HomeImp","Other","5","0","0","96.9776671987184","0","14","42.2110467840596"
"0","6600","","46516","HomeImp","","0","0","0","","0","0","14.8459907276258"
"0","6700","","55396","","","","","","","","","15.7039915621066"
"0","6700","49367","59609","HomeImp","Other","6","0","0","99.3037007842722","0","17","25.2313663812407"
"0","6700","69773","83014","HomeImp","Other","0","1","0","263.173434289028","0","5","37.7069964896687"
"0","6700","51855","58084","HomeImp","Office","21","0","0","193.754745668347","0","19","19.5495716983683"
"0","6700","66587","70710","DebtCon","ProfExe","9","1","0","43.9233826310486","1","24","39.7385762648976"
"0","6800","78292","86959","DebtCon","","3","","","","","","18.9272116380731"
"0","6800","57439","74816","HomeImp","Mgr","2","0","2","126.30323511048","0","22","27.1186535272694"
"1","6900","53328","58088","DebtCon","Sales","2","0","0","101.531907896149","0","21","35.7640583618842"
"1","6900","37055","83000","HomeImp","Sales","1","0","0","122.266666666667","2","43",""
"0","6900","97662","110046","HomeImp","Office","24","0","0","111.123397341281","0","11","37.2531508536512"
"0","6900","","57067","","","","","","","","","14.3709859487698"
"0","6900","50387","68443","DebtCon","Mgr","7","","3","105.827329037495","2","10","40.7176688456757"
"0","7000","98779","124827","HomeImp","Other","9","","","421.541927996164","1","49","40.8288729341975"
"0","7000","","47462","HomeImp","Other","","","","102.657327096396","","9","36.0940714250151"
"0","7000","81335","81018","HomeImp","Other","22","0","0","341.610576048501","1","47","27.7672997681551"
"0","7000","56636","76353","HomeImp","Other","15","0","0","229.3","1","36",""
"1","7000","138841","160000","DebtCon","Mgr","11","8","0","86.2","2","36",""
"1","7000","18000","25000","DebtCon","Other","6.5","1","0","205.966666666667","1","19",""
"0","7000","64255","68389","HomeImp","Other","4","0","0","80.1524309084911","2","19","40.561860543481"
"0","7100","58639","72412","DebtCon","ProfExe","14","0","0","120.033464547156","0","20","43.6787466610217"
"0","7100","57863","70969","DebtCon","Other","0","0","0","65.8720448120245","7","21","26.8294901911586"
"0","7100","53273","54378","HomeImp","Other","5","0","0","84.8372499657267","0","17","22.861199646276"
"0","7200","57912","84806","HomeImp","Other","15","0","0","241.51424983924","0","35","35.0626756545262"
"0","7200","36264","48240","DebtCon","Other","15","0","0","82.1666666666667","0","12",""
"1","7200","46000","67000","DebtCon","Other","24","0","0","142","1","14",""
"0","7200","71667","117325","DebtCon","Office","0","0","1","241.056078088114","1","38","18.510551330657"
"1","7300","60971.32","77375","DebtCon","Other","2","","","","","",""
"0","7300","139348","205981","DebtCon","ProfExe","1","0","0","60.4247607574983","2","22","36.8122906337456"
"0","7400","88288","119677","HomeImp","ProfExe","5","0","0","194.372140042522","1","27","26.6460836405848"
"0","7400","65032","83184","HomeImp","Other","15","0","0","230.420255924797","1","35","35.4151129161823"
"0","7400","72739","91425","DebtCon","ProfExe","3.5","0","0","128.833333333333","0","26",""
"0","7400","82412","91326","DebtCon","Mgr","19","0","1","316.947082536928","1","24","37.9087501852674"
"1","7500","","51610","HomeImp","ProfExe","4","0","3","158.266666666667","2","18",""
"0","7500","63573","80601","HomeImp","Other","4","0","0","111.435189851017","0","14","41.7734466163877"
"0","7500","84479","104571","DebtCon","ProfExe","23","0","0","47.8328513377528","3","14","33.075010371895"
"0","7500","11358","36892","DebtCon","Other","5","0","0","286.92282379907","0","11","23.0629257298601"
"1","7500","59000","72000","HomeImp","Office","5","0","3","295.866666666667","0","19",""
"1","7500","35945","49750","HomeImp","Other","3","0","0","122.066666666667","0","23",""
"0","7500","40936","50900","DebtCon","","10","1","0","115.6","1","26",""
"0","7500","60192","76475","DebtCon","ProfExe","8","0","0","60.5036252090727","2","24","39.2805123791148"
"0","7600","","28593","HomeImp","Office","20","0","0","180.168937324298","0","16","35.5834031689555"
"0","7700","14776","32287","","","","","","","","","34.8804623179466"
"0","7700","53377","86018","HomeImp","Other","16","0","0","187.194011232782","0","28","24.2176584834641"
"0","7700","","67350","","","","","","","","",""
"0","7700","20887","26958","DebtCon","Other","0","0","0","17.4607499027738","10","6","30.2335047415893"
"0","7700","51045","91068","HomeImp","Other","20","0","0","179.240935568564","0","28","27.2310939697088"
"0","7800","45391","61743","DebtCon","Other","12","0","0","105.087593835607","0","22","36.70541274003"
"0","7900","42400","53000","DebtCon","Other","2","0","1","95.3666666666667","0","20",""
"0","7900","","37125","HomeImp","Other","","","","285.111015106181","","12","29.4135497637389"
"0","8000","82547","105361","DebtCon","ProfExe","24","0","0","52.5932641198128","2","13","32.1609225916494"
"1","8000","47823","63000","DebtCon","Other","5","0","0","53.6666666666667","2","18",""
"0","8000","45000","56100","HomeImp","Other","9.9","0","0","92.3","3","34",""
"0","8000","41000","54000","DebtCon","Mgr","4","0","0","189.7","1","22",""
"1","8000","32100","36739","HomeImp","Other","4","0","0","79.4588450528417","2","8","31.2767156791532"
"0","8000","","68572","HomeImp","Office","1","0","0","53.9351377143042","0","4","37.7039114989405"
"0","8100","66546","84943","DebtCon","","3","0","0","225.690989297096","0","15","30.3980050947135"
"0","8100","66691","82768","DebtCon","","4","0","0","184.193417584559","0","15","32.3965094865842"
"0","8100","28187","32584","DebtCon","Other","0","1","0","27.0488347116568","10","7","29.2879568307418"
"0","8200","","49362","","","","","","","","","11.7696921508851"
"0","8200","72986","87621","DebtCon","Office","14","0","1","86.5457270167592","0","9","24.6974304225284"
"0","8200","172497","249071","DebtCon","Sales","","0","0","114.981974364654","0","21","41.0980251510199"
"0","8200","58536","66546","DebtCon","Other","1","0","2","118.397358369919","2","17","34.7116495497905"
"0","8200","61821","64832","HomeImp","Other","5","0","0","123.286024889347","0","34","35.8753439861701"
"0","8200","","49331","HomeImp","Other","9","0","0","305.888082150212","2","12","33.7186138642573"
"1","8200","87979","94854","HomeImp","ProfExe","10","0","0","108.479023782422","3","19","41.2706825966764"
"0","8200","","33540","HomeImp","Office","21","0","0","178.687927540692","0","15","36.6016988561217"
"0","8300","67715","86945","DebtCon","ProfExe","14","0","0","221.474924812139","0","17","25.1942972112141"
"0","8300","54039","89301","HomeImp","Other","18","0","0","173.191322415957","0","28","26.2668157518547"
"0","8400","17479","66894","HomeImp","Office","23","0","0","326.342804682573","1","13","40.5885760663443"
"1","8400","44800","56000","DebtCon","Other","0","1","5","314.5","4","42",""
"0","8400","84666","123613","HomeImp","Other","8","","","","","","39.6583200465042"
"0","8400","57103","78079","DebtCon","Other","0","0","0","56.3097647896211","8","21","23.5211882565083"
"0","8400","85136","125912","HomeImp","Other","9","","","","","","40.7151780408226"
"1","8500","48961","73550","HomeImp","Other","11","6","1","145.1","4","11",""
"1","8500","18240","40200","HomeImp","Other","1","0","1","306.4","0","12",""
"0","8500","50569","60940","DebtCon","Mgr","6","0","0","189.946897719395","0","22","29.2024767352186"
"0","8500","6424","32365","","","","","","","","","33.9044645007208"
"0","8600","","47791","","","","","","","","","14.3925360751536"
"0","8600","42380","60733","DebtCon","Mgr","3","0","0","199.293141970087","0","22","28.4343420775674"
"0","8600","21000","79000","HomeImp","ProfExe","21","0","0","239.433333333333","0","11",""
"0","8700","53073","83415","DebtCon","","2","0","0","211.268780215499","3","29","30.2015094557784"
"0","8700","78817","115527","DebtCon","Office","1","0","0","221.55154132532","1","37","16.3784129526086"
"1","8700","57141","70244","HomeImp","Other","8","0","0","106.855428161054","0","19","31.8913142621197"
"0","8700","68186","82518","HomeImp","Other","1","0","0","105.102255071685","0","7","36.4489388496377"
"0","8700","76510","108130","DebtCon","Office","2","0","0","252.843928206672","1","37","17.4148596138483"
"1","8800","12750","","HomeImp","Office","23","","","","","",""
"1","8800","2800","18361","HomeImp","Other","2","3","1","107.766666666667","4","3",""
"0","8800","51740","60852","DebtCon","Other","23","0","0","277.589588605999","3","29","39.8854838063081"
"0","8800","135899","202788","DebtCon","ProfExe","1","0","0","53.7676215244379","1","23","35.932025065884"
"0","8800","78953","93018","DebtCon","Mgr","7","0","0","110.7231299652","0","22","28.289429173269"
"0","8800","","74928","","","","","","","","","23.9889130656323"
"1","8900","60782","100000","HomeImp","ProfExe","14","0","8","129.866666666667","0","36",""
"1","8900","64343","84013","DebtCon","Other","4","0","0","39.2217192525627","0","12","35.7884374585834"
"0","9000","50513","61190","DebtCon","Other","5","0","0","75.388551244165","1","11","30.4980051175263"
"0","9000","79259","84322","HomeImp","Other","22","0","0","359.33227238947","1","47","29.6713903411903"
"0","9000","8221","38290","DebtCon","Other","4","0","0","266.383799368922","0","12","23.7030671874774"
"1","9000","31170","50725","DebtCon","Other","16","0","0","93.0666666666667","0","18",""
"0","9000","96884","110108","DebtCon","Other","18","0","2","194.8","2","16",""
"0","9000","29000","51740","","Other","31","0","0","243.2","0","19",""
"1","9000","32539","65440","HomeImp","Office","5","","","","","","42.3689443285432"
"0","9000","55367","79819","DebtCon","Office","5","0","0","101.281184965988","1","15","27.189212900912"
"0","9100","","50391","","","","","","","","","15.0247058324864"
"0","9100","50606","58822","DebtCon","Other","11","0","0","89.6448334211929","0","22","36.3024092223041"
"1","9100","17218","36721","DebtCon","Other","8","0","1","115.752093315757","3","5","37.4794102860146"
"0","9100","48797","67761","DebtCon","Mgr","7","","3","116.979154772372","3","11","37.7973788100515"
"1","9100","","11550","HomeImp","Other","","0","0","51.9333333333333","1","3",""
"0","9100","47756","84022","HomeImp","Other","18","0","0","206.797360964247","1","17","32.3911463872023"
"0","9300","59617","67709","HomeImp","Other","4","0","1","243.830727803462","1","16","35.9682807457858"
"0","9300","58051","65334","DebtCon","Mgr","6","","","113.281857298482","","23","41.8600398090715"
"1","9300","24000","37125","DebtCon","Office","3.5","1","1","148.033333333333","2","19",""
"0","9300","21138","30700","DebtCon","Other","3","","","","","",""
"0","9300","","55350","HomeImp","Other","9","0","0","308.340331763757","2","13","33.6355254029089"
"0","9300","54088","66961","DebtCon","Other","22","0","0","278.160473498806","3","28","40.8235417099453"
"0","9300","53772","71497","HomeImp","Mgr","2","0","2","136.080029851747","0","23","29.6866708435848"
"0","9300","21979","39880","DebtCon","Other","3","","","","","","38.8440893349443"
"0","9400","","30455","HomeImp","Office","18","0","0","194.614216044657","0","16","39.0000648633298"
"0","9400","109991","125146","DebtCon","Self","7","0","1","171.679811143281","0","18","34.8134685936912"
"0","9400","122412","178547","DebtCon","Other","7","0","0","226.088807091703","0","19","35.4633869775028"
"0","9400","81546","119128","HomeImp","Office","30","0","0","328.178123694605","2","38","34.1503193826323"
"0","9400","77715","101258","DebtCon","Mgr","2","0","0","65.8765867165803","1","23","38.108000986794"
"0","9500","28750","42408","HomeImp","Office","0","0","0","115.574970904375","1","30","39.0503947941635"
"0","9500","131394","162449","HomeImp","ProfExe","10","0","0","222.009504897862","0","18","19.55124299157"
"0","9500","35019","52710","DebtCon","Other","12","0","0","241.581779359128","0","31","38.2086678393458"
"0","9600","84333","201281","HomeImp","Self","14","0","0","13.2130572613497","","7","17.8256309357125"
"0","9700","84933","122520","DebtCon","Office","10","0","0","141.433075989325","1","23","36.7950139634474"
"1","9700","55986","73000","DebtCon","Other","2.5","0","1","207.166666666667","2","29",""
"0","9700","5801","58305","HomeImp","Other","8","2","1","352.966666666667","1","22",""
"1","9700","53000","56000","DebtCon","Office","2","0","0","75.0333333333333","5","18",""
"0","9700","44652","63232","DebtCon","Other","9","0","0","102.165513630198","0","22","37.0348758737719"
"0","9800","80267","209931","HomeImp","Self","14","0","0","0.507114529516406","","8","19.9696286990632"
"0","9800","55330","78154","HomeImp","Mgr","2","0","1","122.70553686611","0","23","28.896101856309"
"0","9800","55539","73560","DebtCon","Office","4","0","0","85.900936243969","1","14","26.3316190605246"
"0","9900","79379","205346","HomeImp","Self","14","0","0","20.2141948671614","","7","19.7994279152245"
"0","9900","72674","89909","DebtCon","Office","15","0","1","90.957899517083","0","8","27.3546340701425"
"1","9900","21400","36600","DebtCon","Self","2","0","0","154.2","2","26",""
"0","9900","47367","114837","DebtCon","ProfExe","4","0","0","210.435533624098","0","10","25.0421085352228"
"0","9900","26427","87134","HomeImp","ProfExe","20","0","0","244.365246519873","0","11","25.0039654940013"
"1","9900","23767","39293","DebtCon","Other","5","1","0","145.765773759291","0","9","24.6051288052393"
"0","9900","31244","44138","HomeImp","Mgr","14","0","0","60.6344697981588","1","9","31.6881342816484"
"1","10000","48300","74600","","Other","14","0","1","179.1","2","31",""
"0","10000","59828","72489","DebtCon","","18","0","0","157.243662450499","1","11","31.626821934272"
"0","10000","32000","59000","DebtCon","Office","24","0","1","232.333333333333","1","29",""
"0","10000","131589","156000","HomeImp","ProfExe","5","0","1","419.033333333333","1","43",""
"0","10000","147234","175300","HomeImp","Office","6","0","0","192.766666666667","1","56",""
"0","10000","78000","97400","HomeImp","ProfExe","1","0","0","72.0333333333333","1","20",""
"1","10000","62000","80000","DebtCon","Other","5","","1","97.4","4","30",""
"1","10000","41741","56000","DebtCon","Office","3","0","0","20.2333333333333","2","6",""
"1","10000","122800","151500","HomeImp","ProfExe","2","0","0","205.966666666667","1","23",""
"1","10000","49000","70000","HomeImp","Other","","0","3","190.733333333333","1","12",""
"1","10000","50070","60670","HomeImp","Other","5","2","0","15.2333333333333","0","1",""
"1","10000","69727","90312","HomeImp","Office","4.5","5","1","122.833333333333","","17",""
"1","10000","","65088","HomeImp","Mgr","3.5","4","5","205.066666666667","2","39",""
"0","10000","48769","65328","DebtCon","Office","4","0","1","104.695240681215","3","12","39.0493592183987"
"0","10000","133879","157446","HomeImp","ProfExe","6","0","1","421.362872181214","1","42","30.6069987022257"
"0","10000","114643","130127","DebtCon","Self","5","0","1","160.667893098875","0","19","33.9200443933811"
"0","10100","87942","106000","DebtCon","Other","13","0","0","219.385278426568","2","16","40.7516479802093"
"0","10100","68240","84067","DebtCon","Sales","8","0","0","131.404180086097","0","35","28.4438104808535"
"0","10100","137299","200339","DebtCon","ProfExe","0","0","0","66.3575904643313","2","23","35.2377013004467"
"0","10100","57881","69554","HomeImp","Other","29","0","3","189.924522429102","1","24","34.6104554297777"
"0","10100","73174","91101","DebtCon","Office","14","0","0","77.1170906635435","0","8","25.042596686791"
"0","10100","72136","89437","DebtCon","","5","0","0","205.737125244178","0","15","30.7987635308498"
"0","10100","63283","82912","HomeImp","Other","0","0","0","99.8162582508572","1","7","38.3705397064195"
"0","10100","55738","73266","DebtCon","Office","5","0","0","85.6352350280935","1","14","24.5343250651119"
"0","10100","93085","110069","DebtCon","Other","13","0","0","206.799178995648","3","16","40.5698970585921"
"0","10200","102281","114277","","Office","15","0","0","263.286977502771","0","16","36.8277859456734"
"0","10200","70882","98154","DebtCon","Other","16","","","153.118136261511","3","15","25.1199558992963"
"0","10200","59907","71580","DebtCon","ProfExe","14","0","0","237.948137192869","2","32","36.4009466605917"
"0","10200","77571","102732","HomeImp","ProfExe","6","0","0","100.629663460088","0","34","37.361513569393"
"0","10200","78628","92090","DebtCon","Other","10","1","0","164.317896354984","6","21","38.721321605575"
"0","10300","51787","86200","HomeImp","Other","17","0","0","203.732762577847","0","16","34.4352460450191"
"0","10300","79243","89840","DebtCon","Office","16","0","0","87.8253461761612","0","9","24.4793732183889"
"0","10300","46609","63812","DebtCon","Other","1","0","0","184.788416317533","2","13","29.1400313718617"
"0","10300","","50548","HomeImp","Mgr","5","","","165.553199238138","","9","23.8863308130094"
"0","10300","65382","73817","DebtCon","Other","1","0","0","190.64814500863","1","17","34.1928915885663"
"0","10300","75483","99345","DebtCon","ProfExe","3","0","0","133.790510063826","0","25","34.887236085272"
"0","10300","56127","72294","HomeImp","Other","28","1","3","184.345750811665","0","24","34.6342356136554"
"0","10400","62442","73197","DebtCon","ProfExe","8","0","0","47.6106776327135","1","24","38.8848277604276"
"0","10400","37233","52320","DebtCon","Other","15","0","0","88.6773286245159","0","11","31.0564367862495"
"0","10500","64331","65040","HomeImp","Other","4","0","0","66.5410578172312","1","20","42.3321243409776"
"0","10500","27180","86978","HomeImp","ProfExe","22","0","0","230.721154405087","0","10","25.7530102256094"
"0","10600","80386","106526","HomeImp","ProfExe","1","0","0","64.0667355377696","1","19","34.104697064401"
"0","10600","46589","64559","HomeImp","Other","8","0","0","85.2308764872769","2","33","40.4513925360755"
"1","10600","53200","71000","DebtCon","ProfExe","2","0","0","224.233333333333","5","39",""
"1","10600","22000","35200","DebtCon","Mgr","13","0","0","90.3333333333333","5","14",""
"0","10600","56352","75277","DebtCon","Office","5","0","0","98.377278191705","2","15","26.2423943065816"
"0","10600","58701","67967","DebtCon","Mgr","10","0","0","116.53228925937","1","19","31.5402182567121"
"0","10700","48322","64383","DebtCon","Other","0","1","0","185.256734706965","2","12","28.0308015514961"
"0","10700","55341","78062","HomeImp","Other","3","0","1","192.596854547221","0","12","28.8286493075214"
"0","10700","59588","69166","HomeImp","Other","6","0","0","133.906505168839","0","17","36.1808575805607"
"0","10700","50210","64838","HomeImp","Other","9","0","0","95.0391682759048","2","34","40.3962334441004"
"0","10700","54091","67661","HomeImp","Other","27","0","2","188.533989084415","0","24","38.5893723449015"
"0","10700","147477","181050","HomeImp","Office","6","0","0","190.021084924675","1","55","34.6981623911756"
"0","10700","29569","47842","DebtCon","Other","12","","1","144.817174605879","7","28","36.7845820092291"
"1","10800","64305","107374","DebtCon","ProfExe","9","0","0","97.8613257619211","0","36","36.9963856593037"
"0","10800","98568","121994","","Office","15","0","0","270.265165259855","0","16","33.6582922205368"
"0","10800","11950","46780","HomeImp","Office","24","0","0","268.9","0","20",""
"0","10800","49254","80527","HomeImp","Other","2","0","2","202.537430393967","0","13","29.5515831385514"
"0","10800","31149","67239","DebtCon","Mgr","","","","","","","35.2654373760966"
"1","10800","57892","78900","DebtCon","ProfExe","15","0","3","329.166666666667","1","14",""
"0","10800","67740","108135","DebtCon","Office","11","0","0","163.273831793173","1","12","38.3834983783185"
"0","10800","59469","69834","DebtCon","Other","3","0","0","308.759175678959","0","9","34.0957850930401"
"0","10800","61791","78361","DebtCon","Office","5","0","0","94.5180677820121","2","15","28.0885246450075"
"0","10800","","49495","HomeImp","Mgr","5","","","141.165298221166","","8","21.0799989387626"
"0","10800","61767","72668","DebtCon","ProfExe","15","0","0","228.985453191294","3","32","37.9143347101539"
"0","10900","49406","83074","HomeImp","Other","1","0","1","191.81512307521","0","13","30.1245556860811"
"0","10900","22513","52355","HomeImp","Other","1","0","0","248.583408656474","0","10","39.2046250059244"
"0","11000","52602","61496","DebtCon","Other","13","0","0","107.340066164029","0","22","37.6991085919082"
"1","11000","60513","110485","DebtCon","Mgr","3","1","1","126.771928876182","1","17","40.0313933217066"
"0","11000","21738","86586","HomeImp","ProfExe","20","0","0","241.060791060522","0","10","25.2185999498417"
"0","11000","89275","108653","DebtCon","Other","15","0","0","206.903480892901","2","15","37.743047076996"
"0","11000","63847","86500","HomeImp","Office","26","0","0","170.433333333333","2","14",""
"1","11000","63975","235000","HomeImp","ProfExe","4","5","0","123.766666666667","1","17",""
"0","11000","60123","74887","HomeImp","Other","3","0","1","242.249761148205","2","16","37.6801697639563"
"0","11000","106762","123138","DebtCon","","2","0","0","131.011915730639","0","25","32.8037433404726"
"0","11000","92521","110704","DebtCon","Other","13","0","0","208.898485263939","2","16","39.2504332852785"
"1","11100","","26400","HomeImp","Other","8","0","0","","2","0",""
"0","11100","27861","47737","HomeImp","Other","8","0","0","89.4921166576639","0","4","34.0509493615436"
"0","11100","","67005","HomeImp","Other","","0","0","364.375975822443","0","7","36.6747343180118"
"1","11100","68784","85464","","ProfExe","2","0","0","117.998304295245","0","14","36.0442517548819"
"0","11100","105226","122901","DebtCon","","3","0","0","113.688780367985","1","26","33.8966429782783"
"0","11100","","","","","","","","","","","26.2324592229689"
"0","11100","67366","102936","DebtCon","Other","9","0","0","213.281495729977","0","20","19.0786511675122"
"0","11100","148235","182053","HomeImp","Office","4","0","0","198.809717112733","0","55","33.5387261517061"
"0","11100","43167","60209","DebtCon","Other","3","0","1","80.3681969762444","0","20","37.4907988248862"
"0","11100","50350","58837","DebtCon","Other","6","0","0","80.8432168179208","0","10","28.7931662708536"
"0","11200","66868","107794","DebtCon","Office","10","0","0","152.929828479461","1","12","39.6408289809389"
"1","11200","56877","65125","HomeImp","Other","6","2","0","12.1769285738154","0","1","33.2412188827112"
"0","11200","153103","181849","HomeImp","Office","6","0","0","186.249506995473","0","55","33.9955653557533"
"0","11300","","66345","HomeImp","Other","","0","0","357.143819332857","0","6","34.6019738077195"
"0","11300","129489","195105","HomeImp","Office","0","0","1","356.313485842695","0","16","41.6340179560073"
"0","11300","","28600","HomeImp","Office","20","0","0","190.031217572029","0","15","39.0086730238743"
"0","11300","66814","82021","DebtCon","Office","4","2","3","173.711838505019","3","29","38.5569294525576"
"0","11300","","73121","","","","","","","","","22.5772461929951"
"0","11400","","29374","HomeImp","Office","20","0","0","207.930255779619","1","15","38.955124741837"
"0","11400","","38246","HomeImp","Other","","","0","88.886975341063","0","10","37.6583887707155"
"0","11400","75705","90727","DebtCon","Mgr","5","0","0","143.101032588427","2","27","42.1699267291231"
"0","11400","55965","78051","DebtCon","Office","6","0","0","96.2920202218613","2","14","27.173232225088"
"0","11400","125486","195284","HomeImp","Office","0","0","0","354.290287176511","0","15","38.1430687855804"
"0","11400","84380","202186","HomeImp","Self","13","0","0","34.914371682242","","7","18.840348719964"
"0","11400","50166","61395","DebtCon","Other","1","0","0","188.88668234737","1","12","26.9504512842234"
